fisher module not installed.  Falling back on scipy.stats.fisher_exact
/Users/rbadgami/go-basic.obo: fmt(1.2) rel(2019-03-19) 47,381 GO Terms
Study: 141 vs. Population 269428

fisher module not installed.  Falling back on scipy.stats.fisher_exact
1 GO IDs in assc. are not found in the GO-DAG: GO:0000991
 28% 75,453 of 269,428 population items found in association
 73%    103 of    141 study items found in association
100%    141 of    141 study items found in population(269428)
Calculating 6,425 uncorrected p-values using fisher_scipy_stats
   6,425 GO terms are associated with 75,453 of 269,428 population items
     508 GO terms are associated with    103 of    141 study items
      29 GO terms found significant (< 0.05=alpha) ( 29 enriched +   0 purified): local bonferroni
      29 GO terms found significant (< 0.05=alpha) ( 29 enriched +   0 purified): local sidak
      29 GO terms found significant (< 0.05=alpha) ( 29 enriched +   0 purified): local holm
      66 GO terms found significant (< 0.05=alpha) ( 66 enriched +   0 purified): statsmodels fdr_bh
    240 of 6,425 results have uncorrected P-values <= 0.05=pval

# Generated by GOATOOLS v0.8.12 (2019-07-27)
# min_ratio=None pval=0.05
GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
..GO:0009058	BP	e	biosynthetic process          	10/141	7587/269428	0.00685	2	10	1	1	1	0.301	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS5B02G102000, TraesCS7D02G032700, TraesCSU02G115400
..GO:0071554	BP	e	cell wall organization or biogenesis	3/141	748/269428	0.00734	2	3	1	1	1	0.319	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS7D02G419300
....GO:0042135	BP	e	neurotransmitter catabolic process	1/141	15/269428	0.00782	5	1	1	1	1	0.333	TraesCS2A02G467900
.....GO:0032544	BP	e	plastid translation           	1/141	15/269428	0.00782	8	1	1	1	1	0.333	TraesCS2B02G623400
......GO:0071483	BP	e	cellular response to blue light	1/141	15/269428	0.00782	7	1	1	1	1	0.333	TraesCS4A02G315700
....GO:0044267	BP	e	cellular protein metabolic process	11/141	8989/269428	0.00792	5	11	1	1	1	0.335	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G535400, TraesCS6B02G404500, TraesCSU02G115400
.....GO:0016070	BP	e	RNA metabolic process         	7/141	4340/269428	0.00818	6	7	1	1	1	0.339	TraesCS1A02G152600, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700, TraesCSU02G115400
.....GO:0048580	BP	e	regulation of post-embryonic development	2/141	262/269428	0.00851	5	2	1	1	1	0.35	TraesCS5A02G166100, TraesCS5D02G170700
...GO:0046483	BP	e	heterocycle metabolic process 	9/141	6661/269428	0.00871	3	9	1	1	1	0.354	TraesCS1A02G152600, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4A02G315700, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
...GO:0005996	BP	e	monosaccharide metabolic process	2/141	267/269428	0.00882	4	2	1	1	1	0.354	TraesCS2A02G094500, TraesCS2B02G109700
...GO:0048518	BP	e	positive regulation of biological process	3/141	801/269428	0.00884	3	3	1	1	1	0.354	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
...GO:0090351	BP	e	seedling development          	1/141	17/269428	0.00886	3	1	1	1	1	0.354	TraesCS4A02G315700
...GO:0006725	BP	e	cellular aromatic compound metabolic process	9/141	6796/269428	0.00984	3	9	1	1	1	0.383	TraesCS1A02G152600, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4A02G315700, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
..GO:0009056	BP	e	catabolic process             	5/141	2475/269428	0.0101	2	5	1	1	1	0.388	TraesCS1D02G096300, TraesCS2A02G467900, TraesCS3B02G039600, TraesCS6A02G047500, TraesCS6B02G063400
...GO:1901360	BP	e	organic cyclic compound metabolic process	9/141	6937/269428	0.0111	3	9	1	1	1	0.418	TraesCS1A02G152600, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4A02G315700, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
...GO:0006979	BP	e	response to oxidative stress  	3/141	886/269428	0.0116	3	3	1	1	1	0.43	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
.......GO:0006419	BP	e	alanyl-tRNA aminoacylation    	1/141	23/269428	0.012	11	1	1	1	1	0.439	TraesCSU02G115400
....GO:0006544	BP	e	glycine metabolic process     	1/141	24/269428	0.0125	9	1	1	1	1	0.446	TraesCS2A02G467900
.....GO:1900457	BP	e	regulation of brassinosteroid mediated signaling pathway	1/141	25/269428	0.013	6	1	1	1	1	0.459	TraesCS2A02G199300
....GO:2000026	BP	e	regulation of multicellular organismal development	2/141	335/269428	0.0136	4	2	1	1	1	0.477	TraesCS5A02G166100, TraesCS5D02G170700
....GO:0009739	BP	e	response to gibberellin       	1/141	28/269428	0.0146	5	1	1	1	1	0.508	TraesCS7D02G032700
...GO:0051239	BP	e	regulation of multicellular organismal process	2/141	358/269428	0.0154	3	2	1	1	1	0.529	TraesCS5A02G166100, TraesCS5D02G170700
.....GO:0071482	BP	e	cellular response to light stimulus	1/141	37/269428	0.0192	6	1	1	1	1	0.645	TraesCS4A02G315700
.....GO:0006308	BP	e	DNA catabolic process         	1/141	38/269428	0.0197	7	1	1	1	1	0.659	TraesCS3B02G039600
......GO:0000959	BP	e	mitochondrial RNA metabolic process	1/141	40/269428	0.0207	7	1	1	1	1	0.676	TraesCSU02G115400
...GO:0042133	BP	e	neurotransmitter metabolic process	1/141	40/269428	0.0207	4	1	1	1	1	0.676	TraesCS2A02G467900
...GO:0001505	BP	e	regulation of neurotransmitter levels	1/141	40/269428	0.0207	3	1	1	1	1	0.676	TraesCS2A02G467900
...GO:0050793	BP	e	regulation of developmental process	2/141	435/269428	0.0221	3	2	1	1	1	0.712	TraesCS5A02G166100, TraesCS5D02G170700
...GO:0015977	BP	e	carbon fixation               	1/141	43/269428	0.0223	3	1	1	1	1	0.712	TraesCS3D02G150500
....GO:0009738	BP	e	abscisic acid-activated signaling pathway	1/141	43/269428	0.0223	6	1	1	1	1	0.712	TraesCS2A02G199300
..GO:0016043	BP	e	cellular component organization	5/141	3041/269428	0.0224	2	5	1	1	1	0.712	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS2B02G623400, TraesCS5D02G452000, TraesCS7D02G419300
...GO:0051186	BP	e	cofactor metabolic process    	3/141	1141/269428	0.0225	3	3	1	1	1	0.712	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
.......GO:0006814	BP	e	sodium ion transport          	1/141	44/269428	0.0228	7	1	1	1	1	0.717	TraesCS5A02G100600
..GO:0044281	BP	e	small molecule metabolic process	5/141	3082/269428	0.0236	2	5	1	1	1	0.736	TraesCS2A02G094500, TraesCS2A02G467900, TraesCS2B02G109700, TraesCS5B02G102000, TraesCSU02G115400
....GO:0071478	BP	e	cellular response to radiation	1/141	46/269428	0.0238	5	1	1	1	1	0.739	TraesCS4A02G315700
.....GO:0009637	BP	e	response to blue light        	1/141	54/269428	0.0279	5	1	1	1	1	0.841	TraesCS4A02G315700
.GO:0071840	BP	e	cellular component organization or biogenesis	5/141	3245/269428	0.0286	1	5	1	1	1	0.854	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS2B02G623400, TraesCS5D02G452000, TraesCS7D02G419300
......GO:0009744	BP	e	response to sucrose           	1/141	58/269428	0.0299	6	1	1	1	1	0.886	TraesCS7D02G032700
.....GO:0034285	BP	e	response to disaccharide      	1/141	61/269428	0.0314	5	1	1	1	1	0.918	TraesCS7D02G032700
...GO:0015979	BP	e	photosynthesis                	2/141	533/269428	0.0322	3	2	1	1	1	0.936	TraesCS1A02G326100, TraesCS5B02G516600
...GO:0104004	BP	e	cellular response to environmental stimulus	1/141	66/269428	0.034	3	1	1	1	1	0.966	TraesCS4A02G315700
...GO:0071214	BP	e	cellular response to abiotic stimulus	1/141	66/269428	0.034	4	1	1	1	1	0.966	TraesCS4A02G315700
.......GO:0090502	BP	e	RNA phosphodiester bond hydrolysis, endonucleolytic	1/141	71/269428	0.0365	8	1	1	1	1	1	TraesCS1A02G152600
....GO:0009743	BP	e	response to carbohydrate      	1/141	81/269428	0.0415	4	1	1	1	1	1	TraesCS7D02G032700
.....GO:0009968	BP	e	negative regulation of signal transduction	1/141	81/269428	0.0415	6	1	1	1	1	1	TraesCS2A02G199300
....GO:0023057	BP	e	negative regulation of signaling	1/141	81/269428	0.0415	4	1	1	1	1	1	TraesCS2A02G199300
.....GO:0010648	BP	e	negative regulation of cell communication	1/141	81/269428	0.0415	5	1	1	1	1	1	TraesCS2A02G199300
.....GO:0009069	BP	e	serine family amino acid metabolic process	1/141	87/269428	0.0445	8	1	1	1	1	1	TraesCS2A02G467900
.GO:0065007	BP	e	biological regulation         	9/141	8484/269428	0.046	1	9	1	1	1	1	TraesCS2A02G199300, TraesCS2A02G467900, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4A02G495800, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS7D02G032700, TraesCSU02G039800
...GO:0005975	BP	e	carbohydrate metabolic process	4/141	2557/269428	0.0461	3	4	1	1	1	1	TraesCS1D02G312800, TraesCS2A02G094500, TraesCS2B02G109700, TraesCS7D02G419300
GO:0005575	CC	e	cellular_component            	57/141	31778/269428	5.47e-18	0	57	3.52e-14	3.43e-14	3.51e-14	1.17e-14	TraesCS1A02G277100, TraesCS1A02G300200, TraesCS1A02G326100, TraesCS1A02G406500, TraesCS1B02G310300, TraesCS1B02G436700, TraesCS1D02G096300, TraesCS1D02G312800, TraesCS2A02G009300, TraesCS2A02G031600, TraesCS2A02G105400, TraesCS2A02G144800, TraesCS2A02G199300, TraesCS2A02G467900, TraesCS2B02G013000, TraesCS2B02G623400, TraesCS2D02G009100, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G024000, TraesCS4A02G257400, TraesCS4A02G286600, TraesCS4A02G287900, TraesCS4A02G301600, TraesCS4A02G315700, TraesCS4B02G262900, TraesCS4B02G286300, TraesCS4D02G364400, TraesCS5A02G100600, TraesCS5A02G166100, TraesCS5A02G332300, TraesCS5A02G365400, TraesCS5A02G499300, TraesCS5B02G516600, TraesCS5D02G170700, TraesCS5D02G338200, TraesCS5D02G452000, TraesCS6A02G001000, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS6B02G071600, TraesCS6B02G389200, TraesCS6D02G060200, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7B02G479700, TraesCS7D02G032700, TraesCS7D02G124600, TraesCS7D02G130800, TraesCS7D02G375100, TraesCS7D02G419300, TraesCSU02G039800, TraesCSU02G115400, TraesCSU02G207500
.GO:0044464	CC	e	cell part                     	31/141	16810/269428	6.89e-10	1	31	4.43e-06	4.32e-06	4.43e-06	7.38e-07	TraesCS1A02G300200, TraesCS1A02G326100, TraesCS1A02G406500, TraesCS1B02G310300, TraesCS1B02G436700, TraesCS2A02G009300, TraesCS2A02G031600, TraesCS2A02G144800, TraesCS2A02G199300, TraesCS2A02G467900, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS4D02G364400, TraesCS5A02G166100, TraesCS5B02G516600, TraesCS5D02G170700, TraesCS5D02G452000, TraesCS6B02G389200, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G032700, TraesCS7D02G124600, TraesCS7D02G419300, TraesCSU02G039800, TraesCSU02G115400
..GO:0043229	CC	e	intracellular organelle       	24/141	11050/269428	3.62e-09	3	24	2.32e-05	2.26e-05	2.32e-05	2.35e-06	TraesCS1A02G326100, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G009300, TraesCS2A02G144800, TraesCS2A02G467900, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS4D02G364400, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS5D02G452000, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G032700, TraesCS7D02G124600, TraesCSU02G039800, TraesCSU02G115400
.GO:0043226	CC	e	organelle                     	24/141	11056/269428	3.65e-09	1	24	2.35e-05	2.29e-05	2.34e-05	2.35e-06	TraesCS1A02G326100, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G009300, TraesCS2A02G144800, TraesCS2A02G467900, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS4D02G364400, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS5D02G452000, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G032700, TraesCS7D02G124600, TraesCSU02G039800, TraesCSU02G115400
.....GO:0009507	CC	e	chloroplast                   	11/141	1953/269428	8.79e-09	6	11	5.65e-05	5.51e-05	5.64e-05	4.71e-06	TraesCS1A02G326100, TraesCS2A02G009300, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS4A02G315700, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G124600
....GO:0009536	CC	e	plastid                       	11/141	2012/269428	1.19e-08	5	11	7.64e-05	7.45e-05	7.62e-05	5.88e-06	TraesCS1A02G326100, TraesCS2A02G009300, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS4A02G315700, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G124600
..GO:0044424	CC	e	intracellular part            	27/141	15245/269428	2.45e-08	2	27	0.000157	0.000153	0.000157	1.05e-05	TraesCS1A02G326100, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G009300, TraesCS2A02G031600, TraesCS2A02G144800, TraesCS2A02G467900, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS4D02G364400, TraesCS5A02G166100, TraesCS5B02G516600, TraesCS5D02G170700, TraesCS5D02G452000, TraesCS6B02G389200, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G032700, TraesCS7D02G124600, TraesCSU02G039800, TraesCSU02G115400
...GO:0043231	CC	e	intracellular membrane-bounded organelle	21/141	9524/269428	2.98e-08	4	21	0.000192	0.000187	0.000191	1.2e-05	TraesCS1A02G326100, TraesCS2A02G009300, TraesCS2A02G144800, TraesCS2A02G467900, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4D02G364400, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS5D02G452000, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G032700, TraesCS7D02G124600, TraesCSU02G039800, TraesCSU02G115400
..GO:0043227	CC	e	membrane-bounded organelle    	21/141	9655/269428	3.75e-08	2	21	0.000241	0.000235	0.000241	1.42e-05	TraesCS1A02G326100, TraesCS2A02G009300, TraesCS2A02G144800, TraesCS2A02G467900, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4D02G364400, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS5D02G452000, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G032700, TraesCS7D02G124600, TraesCSU02G039800, TraesCSU02G115400
.GO:0016020	CC	e	membrane                      	27/141	15918/269428	5.9e-08	1	27	0.000379	0.00037	0.000378	2.11e-05	TraesCS1A02G277100, TraesCS1A02G300200, TraesCS1B02G310300, TraesCS1D02G312800, TraesCS2A02G105400, TraesCS2A02G199300, TraesCS2B02G013000, TraesCS2D02G009100, TraesCS2D02G525700, TraesCS3B02G024000, TraesCS4A02G257400, TraesCS4A02G286600, TraesCS4A02G287900, TraesCS4A02G301600, TraesCS4B02G262900, TraesCS5A02G100600, TraesCS5A02G332300, TraesCS5A02G365400, TraesCS5B02G516600, TraesCS5D02G338200, TraesCS6A02G001000, TraesCS6B02G071600, TraesCS6D02G060200, TraesCS7D02G130800, TraesCS7D02G375100, TraesCSU02G039800, TraesCSU02G207500
...GO:0044444	CC	e	cytoplasmic part              	17/141	7098/269428	2.22e-07	3	17	0.00143	0.00139	0.00142	6.49e-05	TraesCS1A02G326100, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G009300, TraesCS2A02G031600, TraesCS2A02G467900, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G204000, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS7A02G126700, TraesCS7A02G422400, TraesCS7B02G026100, TraesCS7D02G124600, TraesCSU02G115400
.GO:0005576	CC	e	extracellular region          	8/141	1696/269428	3.66e-06	1	8	0.0235	0.023	0.0235	0.000906	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS1D02G096300, TraesCS5A02G499300, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS7B02G479700, TraesCS7D02G419300
..GO:0005622	CC	e	intracellular                 	7/141	1451/269428	1.31e-05	2	7	0.084	0.0819	0.0836	0.00247	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS4B02G286300, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS6B02G389200
.GO:0044425	CC	e	membrane part                 	21/141	14977/269428	3.71e-05	1	21	0.239	0.233	0.237	0.00596	TraesCS1A02G277100, TraesCS1A02G326100, TraesCS1D02G312800, TraesCS2A02G105400, TraesCS2B02G013000, TraesCS2D02G525700, TraesCS3B02G024000, TraesCS4A02G257400, TraesCS4A02G286600, TraesCS4A02G301600, TraesCS4B02G262900, TraesCS5A02G365400, TraesCS5B02G516600, TraesCS5D02G338200, TraesCS6A02G001000, TraesCS6B02G071600, TraesCS6D02G060200, TraesCS7D02G130800, TraesCS7D02G375100, TraesCSU02G039800, TraesCSU02G207500
..GO:0030312	CC	e	external encapsulating structure	4/141	471/269428	0.00012	2	4	0.773	0.754	0.768	0.0165	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS3A02G204000, TraesCS7D02G419300
...GO:0005618	CC	e	cell wall                     	4/141	471/269428	0.00012	3	4	0.773	0.754	0.768	0.0165	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS3A02G204000, TraesCS7D02G419300
...GO:0016021	CC	e	integral component of membrane	19/141	13991/269428	0.000136	3	19	0.877	0.855	0.87	0.0179	TraesCS1A02G277100, TraesCS1D02G312800, TraesCS2A02G105400, TraesCS2B02G013000, TraesCS2D02G525700, TraesCS3B02G024000, TraesCS4A02G257400, TraesCS4A02G286600, TraesCS4A02G301600, TraesCS4B02G262900, TraesCS5A02G365400, TraesCS5D02G338200, TraesCS6A02G001000, TraesCS6B02G071600, TraesCS6D02G060200, TraesCS7D02G130800, TraesCS7D02G375100, TraesCSU02G039800, TraesCSU02G207500
..GO:0031224	CC	e	intrinsic component of membrane	19/141	14037/269428	0.000142	2	19	0.915	0.892	0.908	0.0183	TraesCS1A02G277100, TraesCS1D02G312800, TraesCS2A02G105400, TraesCS2B02G013000, TraesCS2D02G525700, TraesCS3B02G024000, TraesCS4A02G257400, TraesCS4A02G286600, TraesCS4A02G301600, TraesCS4B02G262900, TraesCS5A02G365400, TraesCS5D02G338200, TraesCS6A02G001000, TraesCS6B02G071600, TraesCS6D02G060200, TraesCS7D02G130800, TraesCS7D02G375100, TraesCSU02G039800, TraesCSU02G207500
.....GO:0009534	CC	e	chloroplast thylakoid         	2/141	162/269428	0.00336	6	2	1	1	1	0.198	TraesCS2B02G623400, TraesCS2D02G525700
....GO:0031976	CC	e	plastid thylakoid             	2/141	162/269428	0.00336	5	2	1	1	1	0.198	TraesCS2B02G623400, TraesCS2D02G525700
...GO:0005840	CC	e	ribosome                      	4/141	1167/269428	0.00346	5	4	1	1	1	0.202	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS4B02G286300
.GO:0032991	CC	e	protein-containing complex    	8/141	5114/269428	0.00574	1	8	1	1	1	0.273	TraesCS1A02G326100, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G031600, TraesCS2B02G623400, TraesCS4B02G286300, TraesCS5B02G516600, TraesCS5D02G452000
..GO:0043228	CC	e	non-membrane-bounded organelle	5/141	2237/269428	0.00671	2	5	1	1	1	0.301	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS4B02G286300, TraesCS5D02G452000
...GO:0043232	CC	e	intracellular non-membrane-bounded organelle	5/141	2237/269428	0.00671	4	5	1	1	1	0.301	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS4B02G286300, TraesCS5D02G452000
..GO:1990904	CC	e	ribonucleoprotein complex     	4/141	1563/269428	0.00951	2	4	1	1	1	0.375	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS4B02G286300
....GO:0005634	CC	e	nucleus                       	8/141	5685/269428	0.0105	5	8	1	1	1	0.401	TraesCS2A02G144800, TraesCS3A02G434400, TraesCS4D02G364400, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS5D02G452000, TraesCS7D02G032700, TraesCSU02G039800
....GO:0005739	CC	e	mitochondrion                 	3/141	860/269428	0.0107	5	3	1	1	1	0.407	TraesCS2A02G467900, TraesCS3A02G204000, TraesCSU02G115400
...GO:0031984	CC	e	organelle subcompartment      	2/141	299/269428	0.0109	4	2	1	1	1	0.414	TraesCS2B02G623400, TraesCS2D02G525700
....GO:0009523	CC	e	photosystem II                	2/141	358/269428	0.0154	5	2	1	1	1	0.529	TraesCS1A02G326100, TraesCS5B02G516600
...GO:0009521	CC	e	photosystem                   	2/141	445/269428	0.0231	4	2	1	1	1	0.724	TraesCS1A02G326100, TraesCS5B02G516600
...GO:0009579	CC	e	thylakoid                     	2/141	460/269428	0.0246	3	2	1	1	1	0.759	TraesCS2B02G623400, TraesCS2D02G525700
..GO:0048046	CC	e	apoplast                      	2/141	498/269428	0.0284	2	2	1	1	1	0.853	TraesCS7B02G479700, TraesCS7D02G419300
....GO:0009505	CC	e	plant-type cell wall          	1/141	57/269428	0.0294	4	1	1	1	1	0.875	TraesCS3A02G204000
...GO:0009654	CC	e	photosystem II oxygen evolving complex	1/141	75/269428	0.0385	4	1	1	1	1	1	TraesCS5B02G516600
GO:0003674	MF	e	molecular_function            	84/141	62903/269428	3.86e-20	0	84	2.48e-16	2.42e-16	2.48e-16	1.24e-16	TraesCS1A02G086100, TraesCS1A02G152600, TraesCS1A02G200400, TraesCS1A02G277100, TraesCS1A02G406500, TraesCS1B02G367300, TraesCS1B02G367500, TraesCS1B02G367800, TraesCS1B02G436700, TraesCS1D02G096300, TraesCS1D02G312800, TraesCS2A02G004200, TraesCS2A02G009300, TraesCS2A02G094500, TraesCS2A02G192100, TraesCS2A02G324500, TraesCS2A02G467900, TraesCS2B02G011400, TraesCS2B02G013000, TraesCS2B02G109700, TraesCS2B02G623400, TraesCS2D02G009100, TraesCS2D02G010200, TraesCS2D02G027600, TraesCS2D02G035000, TraesCS2D02G139100, TraesCS2D02G525700, TraesCS3A02G001500, TraesCS3A02G021900, TraesCS3A02G204000, TraesCS3A02G303900, TraesCS3A02G434400, TraesCS3B02G018400, TraesCS3B02G024000, TraesCS3B02G039600, TraesCS3B02G091400, TraesCS3D02G150500, TraesCS3D02G504400, TraesCS4A02G020900, TraesCS4A02G287900, TraesCS4A02G301600, TraesCS4A02G315700, TraesCS4A02G442500, TraesCS4B02G262900, TraesCS4B02G286300, TraesCS4D02G208300, TraesCS4D02G364400, TraesCS4D02G366200, TraesCS5A02G030900, TraesCS5A02G100600, TraesCS5A02G166100, TraesCS5A02G332300, TraesCS5A02G362400, TraesCS5A02G365400, TraesCS5A02G428200, TraesCS5B02G102000, TraesCS5B02G530800, TraesCS5B02G535100, TraesCS5B02G535400, TraesCS5D02G170700, TraesCS5D02G338200, TraesCS5D02G452000, TraesCS5D02G550900, TraesCS6A02G001000, TraesCS6A02G047500, TraesCS6A02G418400, TraesCS6B02G022400, TraesCS6B02G063400, TraesCS6B02G148000, TraesCS6B02G389200, TraesCS6B02G404500, TraesCS6D02G060200, TraesCS6D02G350000, TraesCS7B02G002300, TraesCS7B02G190700, TraesCS7B02G475800, TraesCS7B02G479700, TraesCS7D02G032700, TraesCS7D02G130800, TraesCS7D02G155400, TraesCS7D02G419300, TraesCS7D02G548400, TraesCSU02G115400, TraesCSU02G207500
.GO:0003824	MF	e	catalytic activity            	45/141	30469/269428	5.37e-11	1	45	3.45e-07	3.37e-07	3.45e-07	6.91e-08	TraesCS1A02G086100, TraesCS1A02G152600, TraesCS1B02G367500, TraesCS1B02G367800, TraesCS1D02G096300, TraesCS1D02G312800, TraesCS2A02G094500, TraesCS2A02G192100, TraesCS2A02G324500, TraesCS2A02G467900, TraesCS2B02G011400, TraesCS2B02G109700, TraesCS2D02G027600, TraesCS2D02G035000, TraesCS2D02G139100, TraesCS2D02G525700, TraesCS3A02G001500, TraesCS3A02G021900, TraesCS3A02G204000, TraesCS3B02G024000, TraesCS3B02G039600, TraesCS3B02G091400, TraesCS3D02G150500, TraesCS4A02G020900, TraesCS4A02G301600, TraesCS4A02G442500, TraesCS4D02G366200, TraesCS5A02G362400, TraesCS5A02G365400, TraesCS5A02G428200, TraesCS5B02G530800, TraesCS5B02G535400, TraesCS6A02G047500, TraesCS6A02G418400, TraesCS6B02G022400, TraesCS6B02G063400, TraesCS6B02G389200, TraesCS6B02G404500, TraesCS6D02G350000, TraesCS7B02G190700, TraesCS7B02G475800, TraesCS7D02G155400, TraesCS7D02G419300, TraesCS7D02G548400, TraesCSU02G115400
....GO:0046872	MF	e	metal ion binding             	22/141	8698/269428	1.14e-09	4	22	7.32e-06	7.14e-06	7.32e-06	1.03e-06	TraesCS1A02G200400, TraesCS1D02G096300, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS2D02G027600, TraesCS2D02G139100, TraesCS3A02G021900, TraesCS3A02G204000, TraesCS3B02G091400, TraesCS4A02G020900, TraesCS4A02G442500, TraesCS5A02G030900, TraesCS5A02G166100, TraesCS5A02G362400, TraesCS5A02G428200, TraesCS5D02G170700, TraesCS6A02G001000, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS6B02G389200, TraesCS7D02G155400, TraesCSU02G115400
