fisher module not installed.  Falling back on scipy.stats.fisher_exact
/Users/rbadgami/go-basic.obo: fmt(1.2) rel(2019-03-19) 47,381 GO Terms
Study: 115 vs. Population 269428

fisher module not installed.  Falling back on scipy.stats.fisher_exact
1 GO IDs in assc. are not found in the GO-DAG: GO:0000991
 28% 75,453 of 269,428 population items found in association
 78%     90 of    115 study items found in association
100%    115 of    115 study items found in population(269428)
Calculating 6,425 uncorrected p-values using fisher_scipy_stats
   6,425 GO terms are associated with 75,453 of 269,428 population items
     515 GO terms are associated with     90 of    115 study items
      61 GO terms found significant (< 0.05=alpha) ( 61 enriched +   0 purified): local bonferroni
      63 GO terms found significant (< 0.05=alpha) ( 63 enriched +   0 purified): local sidak
      63 GO terms found significant (< 0.05=alpha) ( 63 enriched +   0 purified): local holm
     131 GO terms found significant (< 0.05=alpha) (131 enriched +   0 purified): statsmodels fdr_bh
    314 of 6,425 results have uncorrected P-values <= 0.05=pval

# Generated by GOATOOLS v0.8.12 (2019-07-27)
# min_ratio=None pval=0.05
GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
.....GO:0009119	BP	e	ribonucleoside metabolic process	2/115	79/269428	0.000545	7	2	1	1	1	0.031	TraesCS2A02G493600, TraesCS2B02G521600
....GO:0016053	BP	e	organic acid biosynthetic process	4/115	867/269428	0.000555	4	4	1	1	1	0.031	TraesCS2B02G308500, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
.....GO:0046394	BP	e	carboxylic acid biosynthetic process	4/115	867/269428	0.000555	6	4	1	1	1	0.031	TraesCS2B02G308500, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
.....GO:1902221	BP	e	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	2/115	82/269428	0.000587	8	2	1	1	1	0.0319	TraesCS2B02G308500, TraesCS6A02G222800
....GO:0006558	BP	e	L-phenylalanine metabolic process	2/115	82/269428	0.000587	9	2	1	1	1	0.0319	TraesCS2B02G308500, TraesCS6A02G222800
...GO:0046483	BP	e	heterocycle metabolic process 	10/115	6661/269428	0.000598	3	10	1	1	1	0.0323	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G521600, TraesCS3A02G056000, TraesCS3A02G517100, TraesCS4A02G420600, TraesCS4A02G437100, TraesCS4B02G379500, TraesCS6B02G281000, TraesCS7A02G392800
....GO:0051188	BP	e	cofactor biosynthetic process 	3/115	385/269428	0.000635	4	3	1	1	1	0.034	TraesCS4A02G420600, TraesCS4B02G379500, TraesCS7A02G442500
...GO:0034641	BP	e	cellular nitrogen compound metabolic process	11/115	8018/269428	0.00067	3	11	1	1	1	0.0356	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G521600, TraesCS3A02G056000, TraesCS3A02G517100, TraesCS4A02G420600, TraesCS4A02G437100, TraesCS4B02G379500, TraesCS6B02G281000, TraesCS7A02G392800, TraesCS7A02G442500
..GO:0031640	BP	e	killing of cells of other organism	1/115	2/269428	0.000853	5	1	1	1	1	0.0428	TraesCS3A02G517100
....GO:0044364	BP	e	disruption of cells of other organism	1/115	2/269428	0.000853	4	1	1	1	1	0.0428	TraesCS3A02G517100
.GO:0001906	BP	e	cell killing                  	1/115	2/269428	0.000853	1	1	1	1	1	0.0428	TraesCS3A02G517100
....GO:0009057	BP	e	macromolecule catabolic process	4/115	1028/269428	0.00104	4	4	1	1	1	0.0503	TraesCS1D02G207000, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS3D02G260300
....GO:0006796	BP	e	phosphate-containing compound metabolic process	10/115	7290/269428	0.00118	4	10	1	1	1	0.0546	TraesCS1D02G123700, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS3D02G491400, TraesCS4B02G043300, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS7A02G040400, TraesCS7A02G434100, TraesCS7D02G036700
.....GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/115	117/269428	0.00119	8	2	1	1	1	0.0546	TraesCS2B02G308500, TraesCS7A02G392800
....GO:0019438	BP	e	aromatic compound biosynthetic process	7/115	3746/269428	0.00119	4	7	1	1	1	0.0546	TraesCS2B02G308500, TraesCS3A02G056000, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6A02G173700, TraesCS6B02G281000, TraesCS7A02G392800
...GO:0006793	BP	e	phosphorus metabolic process  	10/115	7310/269428	0.00121	3	10	1	1	1	0.0546	TraesCS1D02G123700, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS3D02G491400, TraesCS4B02G043300, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS7A02G040400, TraesCS7A02G434100, TraesCS7D02G036700
....GO:1901362	BP	e	organic cyclic compound biosynthetic process	7/115	3964/269428	0.00164	4	7	1	1	1	0.0718	TraesCS2B02G308500, TraesCS3A02G056000, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6A02G173700, TraesCS6B02G281000, TraesCS7A02G392800
....GO:0009116	BP	e	nucleoside metabolic process  	2/115	141/269428	0.00171	6	2	1	1	1	0.0744	TraesCS2A02G493600, TraesCS2B02G521600
....GO:1901657	BP	e	glycosyl compound metabolic process	2/115	146/269428	0.00184	4	2	1	1	1	0.0787	TraesCS2A02G493600, TraesCS2B02G521600
....GO:0034655	BP	e	nucleobase-containing compound catabolic process	2/115	146/269428	0.00184	5	2	1	1	1	0.0787	TraesCS2A02G493600, TraesCS2B02G521600
...GO:0044260	BP	e	cellular macromolecule metabolic process	14/115	13500/269428	0.00189	4	14	1	1	1	0.0804	TraesCS1B02G315700, TraesCS1D02G207000, TraesCS2A02G033600, TraesCS2D02G572600, TraesCS3A02G056000, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS6A02G286900, TraesCS6B02G281000, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7D02G036700
....GO:0072521	BP	e	purine-containing compound metabolic process	3/115	570/269428	0.00195	4	3	1	1	1	0.0824	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G521600
.......GO:0090065	BP	e	regulation of production of siRNA involved in RNA interference	1/115	5/269428	0.00213	9	1	1	1	1	0.0878	TraesCS2D02G144800
.....GO:0009064	BP	e	glutamine family amino acid metabolic process	2/115	160/269428	0.0022	8	2	1	1	1	0.09	TraesCS7A02G241100, TraesCS7B02G136600
...GO:0098869	BP	e	cellular oxidant detoxification	3/115	608/269428	0.00234	3	3	1	1	1	0.0952	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
..GO:1990748	BP	e	cellular detoxification       	3/115	611/269428	0.00237	2	3	1	1	1	0.0953	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
.GO:0098754	BP	e	detoxification                	3/115	611/269428	0.00237	1	3	1	1	1	0.0953	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
.....GO:0042744	BP	e	hydrogen peroxide catabolic process	3/115	632/269428	0.00261	6	3	1	1	1	0.102	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
....GO:0042743	BP	e	hydrogen peroxide metabolic process	3/115	632/269428	0.00261	5	3	1	1	1	0.102	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
....GO:0017001	BP	e	antibiotic catabolic process  	3/115	641/269428	0.00272	5	3	1	1	1	0.106	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
....GO:0016999	BP	e	antibiotic metabolic process  	3/115	657/269428	0.00291	4	3	1	1	1	0.112	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
...GO:0072593	BP	e	reactive oxygen species metabolic process	3/115	681/269428	0.00322	3	3	1	1	1	0.123	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
...GO:0044262	BP	e	cellular carbohydrate metabolic process	3/115	686/269428	0.00328	4	3	1	1	1	0.125	TraesCS1D02G123700, TraesCS6A02G286900, TraesCS7A02G427100
......GO:1900368	BP	e	regulation of RNA interference	1/115	8/269428	0.00341	8	1	1	1	1	0.129	TraesCS2D02G144800
....GO:0044270	BP	e	cellular nitrogen compound catabolic process	2/115	204/269428	0.00353	4	2	1	1	1	0.133	TraesCS2A02G493600, TraesCS2B02G521600
....GO:0046700	BP	e	heterocycle catabolic process 	2/115	205/269428	0.00357	4	2	1	1	1	0.133	TraesCS2A02G493600, TraesCS2B02G521600
.....GO:0034311	BP	e	diol metabolic process        	1/115	9/269428	0.00383	6	1	1	1	1	0.138	TraesCS4B02G379500
......GO:0034312	BP	e	diol biosynthetic process     	1/115	9/269428	0.00383	7	1	1	1	1	0.138	TraesCS4B02G379500
.....GO:0006729	BP	e	tetrahydrobiopterin biosynthetic process	1/115	9/269428	0.00383	8	1	1	1	1	0.138	TraesCS4B02G379500
......GO:0044030	BP	e	regulation of DNA methylation 	1/115	9/269428	0.00383	7	1	1	1	1	0.138	TraesCS2D02G144800
....GO:0046146	BP	e	tetrahydrobiopterin metabolic process	1/115	9/269428	0.00383	7	1	1	1	1	0.138	TraesCS4B02G379500
......GO:0070920	BP	e	regulation of production of small RNA involved in gene silencing by RNA	1/115	11/269428	0.00469	8	1	1	1	1	0.162	TraesCS2D02G144800
....GO:0034050	BP	e	host programmed cell death induced by symbiont	1/115	11/269428	0.00469	4	1	1	1	1	0.162	TraesCS3A02G517100
...GO:0009626	BP	e	plant-type hypersensitive response	1/115	11/269428	0.00469	7	1	1	1	1	0.162	TraesCS3A02G517100
....GO:0044265	BP	e	cellular macromolecule catabolic process	3/115	793/269428	0.00491	5	3	1	1	1	0.169	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
.....GO:0060147	BP	e	regulation of posttranscriptional gene silencing	1/115	12/269428	0.00511	7	1	1	1	1	0.173	TraesCS2D02G144800
.....GO:0006750	BP	e	glutathione biosynthetic process	1/115	12/269428	0.00511	8	1	1	1	1	0.173	TraesCS7A02G442500
.....GO:0009809	BP	e	lignin biosynthetic process   	1/115	13/269428	0.00553	6	1	1	1	1	0.185	TraesCS6A02G173700
...GO:0055086	BP	e	nucleobase-containing small molecule metabolic process	3/115	831/269428	0.00559	5	3	1	1	1	0.186	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G521600
.....GO:0060966	BP	e	regulation of gene silencing by RNA	1/115	14/269428	0.00596	7	1	1	1	1	0.194	TraesCS2D02G144800
......GO:0019184	BP	e	nonribosomal peptide biosynthetic process	1/115	14/269428	0.00596	7	1	1	1	1	0.194	TraesCS7A02G442500
..GO:0032259	BP	e	methylation                   	3/115	860/269428	0.00614	2	3	1	1	1	0.199	TraesCS2D02G568300, TraesCS4A02G420600, TraesCS7B02G135900
.....GO:0046717	BP	e	acid secretion                	1/115	15/269428	0.00638	5	1	1	1	1	0.199	TraesCS4B02G043300
.....GO:1901571	BP	e	fatty acid derivative transport	1/115	15/269428	0.00638	5	1	1	1	1	0.199	TraesCS4B02G043300
......GO:0071715	BP	e	icosanoid transport           	1/115	15/269428	0.00638	8	1	1	1	1	0.199	TraesCS4B02G043300
.......GO:0015909	BP	e	long-chain fatty acid transport	1/115	15/269428	0.00638	10	1	1	1	1	0.199	TraesCS4B02G043300
......GO:0032309	BP	e	icosanoid secretion           	1/115	15/269428	0.00638	9	1	1	1	1	0.199	TraesCS4B02G043300
.......GO:0050482	BP	e	arachidonic acid secretion    	1/115	15/269428	0.00638	12	1	1	1	1	0.199	TraesCS4B02G043300
.......GO:1903963	BP	e	arachidonate transport        	1/115	15/269428	0.00638	11	1	1	1	1	0.199	TraesCS4B02G043300
...GO:0006979	BP	e	response to oxidative stress  	3/115	886/269428	0.00666	3	3	1	1	1	0.207	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
...GO:0035821	BP	e	modification of morphology or physiology of other organism	1/115	17/269428	0.00723	3	1	1	1	1	0.222	TraesCS3A02G517100
..GO:0044764	BP	e	multi-organism cellular process	1/115	17/269428	0.00723	2	1	1	1	1	0.222	TraesCS3A02G517100
......GO:0015908	BP	e	fatty acid transport          	1/115	18/269428	0.00766	9	1	1	1	1	0.232	TraesCS4B02G043300
...GO:0012501	BP	e	programmed cell death         	1/115	19/269428	0.00808	3	1	1	1	1	0.24	TraesCS3A02G517100
......GO:1902223	BP	e	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process	1/115	23/269428	0.00977	9	1	1	1	1	0.284	TraesCS2B02G308500
.....GO:0009094	BP	e	L-phenylalanine biosynthetic process	1/115	23/269428	0.00977	10	1	1	1	1	0.284	TraesCS2B02G308500
....GO:0060968	BP	e	regulation of gene silencing  	1/115	24/269428	0.0102	6	1	1	1	1	0.295	TraesCS2D02G144800
.....GO:0033500	BP	e	carbohydrate homeostasis      	1/115	28/269428	0.0119	5	1	1	1	1	0.335	TraesCS1D02G123700
......GO:0042593	BP	e	glucose homeostasis           	1/115	28/269428	0.0119	6	1	1	1	1	0.335	TraesCS1D02G123700
....GO:0001678	BP	e	cellular glucose homeostasis  	1/115	28/269428	0.0119	7	1	1	1	1	0.335	TraesCS1D02G123700
.....GO:0046173	BP	e	polyol biosynthetic process   	1/115	29/269428	0.0123	6	1	1	1	1	0.345	TraesCS4B02G379500
.....GO:0016310	BP	e	phosphorylation               	7/115	5835/269428	0.0129	5	7	1	1	1	0.359	TraesCS1D02G123700, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS7A02G434100, TraesCS7D02G036700
......GO:0000162	BP	e	tryptophan biosynthetic process	1/115	31/269428	0.0131	9	1	1	1	1	0.359	TraesCS7A02G392800
......GO:0046219	BP	e	indolalkylamine biosynthetic process	1/115	31/269428	0.0131	8	1	1	1	1	0.359	TraesCS7A02G392800
...GO:0006091	BP	e	generation of precursor metabolites and energy	3/115	1159/269428	0.0137	3	3	1	1	1	0.37	TraesCS1D02G123700, TraesCS3D02G491400, TraesCS7B02G226200
..GO:0008219	BP	e	cell death                    	1/115	34/269428	0.0144	2	1	1	1	1	0.387	TraesCS3A02G517100
......GO:0009095	BP	e	aromatic amino acid family biosynthetic process, prephenate pathway	1/115	35/269428	0.0148	9	1	1	1	1	0.396	TraesCS2B02G308500
.....GO:0044042	BP	e	glucan metabolic process      	2/115	432/269428	0.0149	5	2	1	1	1	0.396	TraesCS6A02G286900, TraesCS7A02G427100
.....GO:0006073	BP	e	cellular glucan metabolic process	2/115	432/269428	0.0149	6	2	1	1	1	0.396	TraesCS6A02G286900, TraesCS7A02G427100
...GO:0006139	BP	e	nucleobase-containing compound metabolic process	7/115	6054/269428	0.0155	4	7	1	1	1	0.406	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G521600, TraesCS3A02G056000, TraesCS3A02G517100, TraesCS4A02G437100, TraesCS6B02G281000
...GO:0019637	BP	e	organophosphate metabolic process	3/115	1213/269428	0.0155	4	3	1	1	1	0.406	TraesCS1D02G123700, TraesCS3D02G491400, TraesCS4B02G043300
....GO:0006098	BP	e	pentose-phosphate shunt       	1/115	37/269428	0.0157	6	1	1	1	1	0.406	TraesCS3D02G491400
....GO:0051156	BP	e	glucose 6-phosphate metabolic process	1/115	38/269428	0.0161	5	1	1	1	1	0.412	TraesCS3D02G491400
...GO:0006740	BP	e	NADPH regeneration            	1/115	38/269428	0.0161	4	1	1	1	1	0.412	TraesCS3D02G491400
....GO:0006749	BP	e	glutathione metabolic process 	1/115	38/269428	0.0161	6	1	1	1	1	0.412	TraesCS7A02G442500
.....GO:0042559	BP	e	pteridine-containing compound biosynthetic process	1/115	39/269428	0.0165	5	1	1	1	1	0.421	TraesCS4B02G379500
....GO:0015995	BP	e	chlorophyll biosynthetic process	1/115	41/269428	0.0174	7	1	1	1	1	0.439	TraesCS4A02G420600
.......GO:0016554	BP	e	cytidine to uridine editing   	1/115	41/269428	0.0174	9	1	1	1	1	0.439	TraesCS4A02G437100
.....GO:0051052	BP	e	regulation of DNA metabolic process	1/115	43/269428	0.0182	6	1	1	1	1	0.458	TraesCS2D02G144800
....GO:0044264	BP	e	cellular polysaccharide metabolic process	2/115	487/269428	0.0187	5	2	1	1	1	0.469	TraesCS6A02G286900, TraesCS7A02G427100
.......GO:0015718	BP	e	monocarboxylic acid transport 	1/115	45/269428	0.019	8	1	1	1	1	0.472	TraesCS4B02G043300
......GO:0016553	BP	e	base conversion or substitution editing	1/115	45/269428	0.019	8	1	1	1	1	0.472	TraesCS4A02G437100
.....GO:0042435	BP	e	indole-containing compound biosynthetic process	1/115	48/269428	0.0203	5	1	1	1	1	0.501	TraesCS7A02G392800
....GO:0043412	BP	e	macromolecule modification    	8/115	7971/269428	0.0213	4	8	1	1	1	0.52	TraesCS1B02G315700, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS4A02G437100, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS7A02G434100, TraesCS7D02G036700
....GO:0046835	BP	e	carbohydrate phosphorylation  	1/115	52/269428	0.022	6	1	1	1	1	0.534	TraesCS1D02G123700
....GO:0046165	BP	e	alcohol biosynthetic process  	1/115	53/269428	0.0224	5	1	1	1	1	0.542	TraesCS4B02G379500
.....GO:0042398	BP	e	cellular modified amino acid biosynthetic process	1/115	54/269428	0.0228	5	1	1	1	1	0.551	TraesCS7A02G442500
....GO:0018130	BP	e	heterocycle biosynthetic process	5/115	3769/269428	0.0232	4	5	1	1	1	0.558	TraesCS3A02G056000, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6B02G281000, TraesCS7A02G392800
....GO:0044271	BP	e	cellular nitrogen compound biosynthetic process	6/115	5153/269428	0.0236	4	6	1	1	1	0.56	TraesCS3A02G056000, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6B02G281000, TraesCS7A02G392800, TraesCS7A02G442500
......GO:1902222	BP	e	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	1/115	56/269428	0.0236	9	1	1	1	1	0.56	TraesCS6A02G222800
..GO:0006739	BP	e	NADP metabolic process        	1/115	56/269428	0.0236	2	1	1	1	1	0.56	TraesCS3D02G491400
.....GO:0006559	BP	e	L-phenylalanine catabolic process	1/115	56/269428	0.0236	10	1	1	1	1	0.56	TraesCS6A02G222800
....GO:0019751	BP	e	polyol metabolic process      	1/115	58/269428	0.0245	5	1	1	1	1	0.576	TraesCS4B02G379500
....GO:0042558	BP	e	pteridine-containing compound metabolic process	1/115	58/269428	0.0245	4	1	1	1	1	0.576	TraesCS4B02G379500
....GO:0009699	BP	e	phenylpropanoid biosynthetic process	1/115	59/269428	0.0249	5	1	1	1	1	0.581	TraesCS6A02G173700
......GO:0006468	BP	e	protein phosphorylation       	6/115	5320/269428	0.027	7	6	1	1	1	0.624	TraesCS2D02G572600, TraesCS3D02G438600, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS7A02G434100, TraesCS7D02G036700
...GO:0071555	BP	e	cell wall organization        	2/115	618/269428	0.029	4	2	1	1	1	0.664	TraesCS6A02G286900, TraesCS7A02G427100
....GO:0005976	BP	e	polysaccharide metabolic process	2/115	635/269428	0.0305	4	2	1	1	1	0.694	TraesCS6A02G286900, TraesCS7A02G427100
.....GO:0015994	BP	e	chlorophyll metabolic process 	1/115	73/269428	0.0307	6	1	1	1	1	0.694	TraesCS4A02G420600
.....GO:0006568	BP	e	tryptophan metabolic process  	1/115	76/269428	0.0319	8	1	1	1	1	0.715	TraesCS7A02G392800
.....GO:0006586	BP	e	indolalkylamine metabolic process	1/115	76/269428	0.0319	7	1	1	1	1	0.715	TraesCS7A02G392800
...GO:0019538	BP	e	protein metabolic process     	10/115	11492/269428	0.0322	4	10	1	1	1	0.718	TraesCS1B02G315700, TraesCS2A02G022700, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS4A02G422100, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS7A02G434100, TraesCS7A02G510200, TraesCS7D02G036700
...GO:0045229	BP	e	external encapsulating structure organization	2/115	660/269428	0.0327	3	2	1	1	1	0.728	TraesCS6A02G286900, TraesCS7A02G427100
.....GO:0009074	BP	e	aromatic amino acid family catabolic process	1/115	80/269428	0.0336	8	1	1	1	1	0.744	TraesCS6A02G222800
...GO:0044550	BP	e	secondary metabolite biosynthetic process	1/115	83/269428	0.0348	3	1	1	1	1	0.766	TraesCS6A02G173700
..GO:0044419	BP	e	interspecies interaction between organisms	1/115	91/269428	0.0381	2	1	1	1	1	0.827	TraesCS3A02G517100
....GO:0042430	BP	e	indole-containing compound metabolic process	1/115	92/269428	0.0385	4	1	1	1	1	0.833	TraesCS7A02G392800
.....GO:0015849	BP	e	organic acid transport        	1/115	98/269428	0.041	5	1	1	1	1	0.877	TraesCS4B02G043300
......GO:0046942	BP	e	carboxylic acid transport     	1/115	98/269428	0.041	7	1	1	1	1	0.877	TraesCS4B02G043300
..GO:0071554	BP	e	cell wall organization or biogenesis	2/115	748/269428	0.0411	2	2	1	1	1	0.877	TraesCS6A02G286900, TraesCS7A02G427100
...GO:0055082	BP	e	cellular chemical homeostasis 	1/115	99/269428	0.0414	5	1	1	1	1	0.877	TraesCS1D02G123700
....GO:0009808	BP	e	lignin metabolic process      	1/115	99/269428	0.0414	5	1	1	1	1	0.877	TraesCS6A02G173700
...GO:0006066	BP	e	alcohol metabolic process     	1/115	100/269428	0.0418	4	1	1	1	1	0.877	TraesCS4B02G379500
.....GO:0006779	BP	e	porphyrin-containing compound biosynthetic process	1/115	100/269428	0.0418	6	1	1	1	1	0.877	TraesCS4A02G420600
..GO:0016043	BP	e	cellular component organization	4/115	3041/269428	0.0419	2	4	1	1	1	0.877	TraesCS2D02G569700, TraesCS3A02G058100, TraesCS6A02G286900, TraesCS7A02G427100
....GO:0036211	BP	e	protein modification process  	7/115	7545/269428	0.0434	5	7	1	1	1	0.903	TraesCS1B02G315700, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS7A02G434100, TraesCS7D02G036700
.....GO:0006464	BP	e	cellular protein modification process	7/115	7545/269428	0.0434	6	7	1	1	1	0.903	TraesCS1B02G315700, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS7A02G434100, TraesCS7D02G036700
........GO:0030244	BP	e	cellulose biosynthetic process	1/115	109/269428	0.0455	9	1	1	1	1	0.943	TraesCS6A02G286900
..GO:0006950	BP	e	response to stress            	4/115	3190/269428	0.0484	2	4	1	1	1	0.997	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3A02G517100, TraesCS6B02G063900
.....GO:0009309	BP	e	amine biosynthetic process    	1/115	120/269428	0.05	5	1	1	1	1	1	TraesCS7A02G392800
......GO:0042401	BP	e	cellular biogenic amine biosynthetic process	1/115	120/269428	0.05	7	1	1	1	1	1	TraesCS7A02G392800
.GO:0005576	CC	e	extracellular region          	7/115	1696/269428	9.38e-06	1	7	0.0603	0.0588	0.0597	0.000913	TraesCS2D02G107600, TraesCS2D02G107800, TraesCS4B02G033100, TraesCS4B02G043300, TraesCS4D02G031600, TraesCS6B02G063900, TraesCS7A02G427100
GO:0005575	CC	e	cellular_component            	28/115	31778/269428	0.000209	0	28	1	1	1	0.0136	TraesCS1B02G315700, TraesCS1B02G474100, TraesCS1D02G123700, TraesCS2B02G308500, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G144800, TraesCS2D02G571200, TraesCS2D02G572600, TraesCS3A02G012300, TraesCS3A02G056000, TraesCS3D02G105000, TraesCS3D02G234300, TraesCS4A02G422100, TraesCS4A02G473600, TraesCS4B02G033100, TraesCS4B02G043300, TraesCS4D02G031600, TraesCS6A02G222800, TraesCS6A02G286900, TraesCS6B02G007400, TraesCS6B02G063900, TraesCS6B02G281000, TraesCS6B02G387000, TraesCS7A02G241100, TraesCS7A02G427100, TraesCS7B02G136600, TraesCS7D02G036700
....GO:0034399	CC	e	nuclear periphery             	1/115	6/269428	0.00256	5	1	1	1	1	0.101	TraesCS2D02G144800
..GO:0005838	CC	e	proteasome regulatory particle	1/115	14/269428	0.00596	3	1	1	1	1	0.194	TraesCS4A02G422100
...GO:0005737	CC	e	cytoplasm                     	3/115	1594/269428	0.0313	3	3	1	1	1	0.706	TraesCS6A02G222800, TraesCS7A02G241100, TraesCS7B02G136600
.GO:0003824	MF	e	catalytic activity            	61/115	30469/269428	7.48e-28	1	61	4.81e-24	4.68e-24	4.81e-24	4.81e-24	TraesCS1A02G122500, TraesCS1A02G422900, TraesCS1B02G315700, TraesCS1B02G454200, TraesCS1D02G123700, TraesCS1D02G207000, TraesCS1D02G430700, TraesCS2A02G026600, TraesCS2A02G033600, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G519000, TraesCS2B02G519100, TraesCS2B02G521600, TraesCS2D02G006500, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G568200, TraesCS2D02G568300, TraesCS2D02G572600, TraesCS2D02G573300, TraesCS3A02G481600, TraesCS3A02G517100, TraesCS3D02G234300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G478000, TraesCS3D02G491400, TraesCS4A02G096500, TraesCS4A02G420600, TraesCS4B02G043300, TraesCS4B02G356800, TraesCS4B02G379500, TraesCS5A02G286100, TraesCS5A02G455800, TraesCS5B02G428400, TraesCS5D02G233600, TraesCS5D02G407400, TraesCS6A02G004500, TraesCS6A02G173700, TraesCS6A02G222800, TraesCS6A02G286900, TraesCS6B02G063900, TraesCS6B02G158300, TraesCS6B02G353200, TraesCS6B02G387000, TraesCS6D02G094700, TraesCS6D02G122800, TraesCS7A02G040400, TraesCS7A02G127600, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7A02G510200, TraesCS7B02G135900, TraesCS7B02G136600, TraesCS7B02G226200, TraesCS7D02G036700, TraesCS7D02G404900
